TS,VAL
2026-03-16 00:00:00,49.40495179394824
2026-03-16 00:01:00,51.4170713259094
2026-03-16 00:02:00,49.91864656777587
2026-03-16 00:03:00,50.65386722666184
2026-03-16 00:04:00,51.46078419002148
2026-03-16 00:05:00,52.7269285386301
2026-03-16 00:06:00,51.105784790038975
2026-03-16 00:07:00,50.56934138885835
2026-03-16 00:08:00,50.674617715395975
2026-03-16 00:09:00,46.59089856983706
2026-03-16 00:10:00,46.61105888754134
2026-03-16 00:11:00,48.99640871487912
2026-03-16 00:12:00,48.40215320947915
2026-03-16 00:13:00,50.92149663067154
2026-03-16 00:14:00,55.38825019688845
2026-03-16 00:15:00,47.66721655442414
2026-03-16 00:16:00,48.21048889102109
2026-03-16 00:17:00,47.483541923032
2026-03-16 00:18:00,51.18122878978461
2026-03-16 00:19:00,51.33171049965969
2026-03-16 00:20:00,55.08670209337408
2026-03-16 00:21:00,48.89227404257475
2026-03-16 00:22:00,49.102773258924046
2026-03-16 00:23:00,53.78864505237801
2026-03-16 00:24:00,52.94060065268172
2026-03-16 00:25:00,51.81928593325298
2026-03-16 00:26:00,51.2963660195095
2026-03-16 00:27:00,51.306612339939754
2026-03-16 00:28:00,55.07323628376569
2026-03-16 00:29:00,51.67684922516204
2026-03-16 00:30:00,56.00967577361429
2026-03-16 00:31:00,49.468304868959656
2026-03-16 00:32:00,51.413077893377064
2026-03-16 00:33:00,51.72773736027801
2026-03-16 00:34:00,52.23943817921267
2026-03-16 00:35:00,51.10062265143864
2026-03-16 00:36:00,50.24519889332838
2026-03-16 00:37:00,50.57766454579053
2026-03-16 00:38:00,51.19348909591141
2026-03-16 00:39:00,53.276847046742255
2026-03-16 00:40:00,54.116428067556036
2026-03-16 00:41:00,49.71307538103803
2026-03-16 00:42:00,52.40405760515667
2026-03-16 00:43:00,55.40037972798038
2026-03-16 00:44:00,50.48608419663978
2026-03-16 00:45:00,54.055357627923826
2026-03-16 00:46:00,53.35802668049737
2026-03-16 00:47:00,55.95902792895846
2026-03-16 00:48:00,51.886088916583844
2026-03-16 00:49:00,55.950841042571035
2026-03-16 00:50:00,51.329293718609776
2026-03-16 00:51:00,58.70090490490559
2026-03-16 00:52:00,54.279125078116984
2026-03-16 00:53:00,54.10027645325535
2026-03-16 00:54:00,54.966228884587814
2026-03-16 00:55:00,52.88778342137211
2026-03-16 00:56:00,54.77441863526993
2026-03-16 00:57:00,55.853918351588185
2026-03-16 00:58:00,55.87438189740619
2026-03-16 00:59:00,58.120812823588146
2026-03-16 01:00:00,53.30268104325313
2026-03-16 01:01:00,52.93725342862611
2026-03-16 01:02:00,54.51299407317461
2026-03-16 01:03:00,56.396018659879864
2026-03-16 01:04:00,50.40407943876181
2026-03-16 01:05:00,53.24760033423296
2026-03-16 01:06:00,53.51160207762333
2026-03-16 01:07:00,51.48659176604332
2026-03-16 01:08:00,55.836950625610804
2026-03-16 01:09:00,59.29371158094345
2026-03-16 01:10:00,55.3267497044549
2026-03-16 01:11:00,58.12462448268055
2026-03-16 01:12:00,54.96382309590231
2026-03-16 01:13:00,54.36333552442185
2026-03-16 01:14:00,53.23294424171691
2026-03-16 01:15:00,56.6997529436082
2026-03-16 01:16:00,56.519144901717695
2026-03-16 01:17:00,55.768986112313854
2026-03-16 01:18:00,54.55424216743129
2026-03-16 01:19:00,56.93457329493394
2026-03-16 01:20:00,55.66941251256532
2026-03-16 01:21:00,55.54802141753257
2026-03-16 01:22:00,56.42452370782007
2026-03-16 01:23:00,56.862684506359535
2026-03-16 01:24:00,56.15244924496786
2026-03-16 01:25:00,57.07029660534437
2026-03-16 01:26:00,57.883125347730044
2026-03-16 01:27:00,56.84773251810848
2026-03-16 01:28:00,53.463673196428594
2026-03-16 01:29:00,55.49993398038548
2026-03-16 01:30:00,56.302261139420196
2026-03-16 01:31:00,57.90592752918472
2026-03-16 01:32:00,57.699839106547174
2026-03-16 01:33:00,59.615816028217886
2026-03-16 01:34:00,56.46662690526398
2026-03-16 01:35:00,56.61721413541722
2026-03-16 01:36:00,59.18500659992733
2026-03-16 01:37:00,58.80624497225264
2026-03-16 01:38:00,58.009230801487874
2026-03-16 01:39:00,59.00602864548068
2026-03-16 01:40:00,59.726903678615635
2026-03-16 01:41:00,58.27298819197533
2026-03-16 01:42:00,60.957003914997
2026-03-16 01:43:00,57.49917022301675
2026-03-16 01:44:00,55.37877506861704
2026-03-16 01:45:00,59.133995240612066
2026-03-16 01:46:00,56.82792754235426
2026-03-16 01:47:00,58.416112597077
2026-03-16 01:48:00,54.018940231355835
2026-03-16 01:49:00,56.60256452212317
2026-03-16 01:50:00,57.71750372520369
2026-03-16 01:51:00,58.22826587291082
2026-03-16 01:52:00,58.509435445869485
2026-03-16 01:53:00,57.02392582669298
2026-03-16 01:54:00,58.884751933735224
2026-03-16 01:55:00,60.6173963798938
2026-03-16 01:56:00,56.81879696851554
2026-03-16 01:57:00,56.60997006527201
2026-03-16 01:58:00,60.20308391015129
2026-03-16 01:59:00,56.68960262082147
2026-03-16 02:00:00,57.42552367394363
2026-03-16 02:01:00,58.72380589324007
2026-03-16 02:02:00,59.61397212520792
2026-03-16 02:03:00,59.001475444049525
2026-03-16 02:04:00,58.70175514457868
2026-03-16 02:05:00,58.94629882496842
2026-03-16 02:06:00,61.32215950309834
2026-03-16 02:07:00,60.625449895625245
2026-03-16 02:08:00,59.14501088402113
2026-03-16 02:09:00,59.24628895832387
2026-03-16 02:10:00,58.24546981476895
2026-03-16 02:11:00,59.453755935036945
2026-03-16 02:12:00,59.126523921336904
2026-03-16 02:13:00,60.8493587645604
2026-03-16 02:14:00,59.06082654304267
2026-03-16 02:15:00,55.65246256258189
2026-03-16 02:16:00,59.39777342386977
2026-03-16 02:17:00,59.19249296058803
2026-03-16 02:18:00,57.968299391811236
2026-03-16 02:19:00,57.281355228737524
2026-03-16 02:20:00,58.80726618155988
2026-03-16 02:21:00,61.825334976075055
2026-03-16 02:22:00,62.34476482114582
2026-03-16 02:23:00,57.23846232044338
2026-03-16 02:24:00,61.10636869662256
2026-03-16 02:25:00,58.127545644151645
2026-03-16 02:26:00,57.62114123189433
2026-03-16 02:27:00,58.410859376449444
2026-03-16 02:28:00,60.2463084522713
2026-03-16 02:29:00,59.678340662306475
2026-03-16 02:30:00,60.08834860067826
2026-03-16 02:31:00,61.6767033164042
2026-03-16 02:32:00,56.8998791799008
2026-03-16 02:33:00,57.90508184974578
2026-03-16 02:34:00,60.62369769937185
2026-03-16 02:35:00,56.88174369021078
2026-03-16 02:36:00,59.8420699276796
2026-03-16 02:37:00,61.34951561002826
2026-03-16 02:38:00,56.19414538481305
2026-03-16 02:39:00,60.19708092023124
2026-03-16 02:40:00,60.77649807138349
2026-03-16 02:41:00,60.8046891966243
2026-03-16 02:42:00,61.038820953011225
2026-03-16 02:43:00,61.25060987977991
2026-03-16 02:44:00,56.160271292591226
2026-03-16 02:45:00,61.13409939575367
2026-03-16 02:46:00,59.95503400793166
2026-03-16 02:47:00,60.802064005667766
2026-03-16 02:48:00,57.10256311255213
2026-03-16 02:49:00,65.56553197809899
2026-03-16 02:50:00,63.82765054102722
2026-03-16 02:51:00,62.90471002267256
2026-03-16 02:52:00,58.813246812605016
2026-03-16 02:53:00,61.99256414149708
2026-03-16 02:54:00,60.99531606690361
2026-03-16 02:55:00,55.57465546050932
2026-03-16 02:56:00,63.09331764122443
2026-03-16 02:57:00,63.5324209528706
2026-03-16 02:58:00,55.61688400842097
2026-03-16 02:59:00,62.48890795734402
2026-03-16 03:00:00,64.08307500844063
2026-03-16 03:01:00,59.953966450203914
2026-03-16 03:02:00,62.17626955653841
2026-03-16 03:03:00,58.441387085588
2026-03-16 03:04:00,60.56406817869104
2026-03-16 03:05:00,57.674962854398046
2026-03-16 03:06:00,58.30444472776439
2026-03-16 03:07:00,57.634384134915145
2026-03-16 03:08:00,63.89729890443473
2026-03-16 03:09:00,60.356723169496505
2026-03-16 03:10:00,59.4557209750633
2026-03-16 03:11:00,60.63095682441805
2026-03-16 03:12:00,62.09659414059093
2026-03-16 03:13:00,59.224886323133234
2026-03-16 03:14:00,60.86316780599513
2026-03-16 03:15:00,55.51878499470193
2026-03-16 03:16:00,60.63337046118719
2026-03-16 03:17:00,61.27192338935933
2026-03-16 03:18:00,61.32906885186768
2026-03-16 03:19:00,57.645693943240396
2026-03-16 03:20:00,57.11961853008281
2026-03-16 03:21:00,61.13753605357017
2026-03-16 03:22:00,57.11946606696467
2026-03-16 03:23:00,61.100133494172894
2026-03-16 03:24:00,59.11585296143935
2026-03-16 03:25:00,59.297225828493694
2026-03-16 03:26:00,57.96567741191452
2026-03-16 03:27:00,60.32612350591813
2026-03-16 03:28:00,61.12911388258758
2026-03-16 03:29:00,57.75694466762622
2026-03-16 03:30:00,61.107408314541566
2026-03-16 03:31:00,59.48878762774057
2026-03-16 03:32:00,58.09740262781037
2026-03-16 03:33:00,60.52192013927433
2026-03-16 03:34:00,57.664959467561005
2026-03-16 03:35:00,61.161668913494516
2026-03-16 03:36:00,61.16125441959746
2026-03-16 03:37:00,62.174355824082454
2026-03-16 03:38:00,57.347895793102836
2026-03-16 03:39:00,59.37539296430388
2026-03-16 03:40:00,61.310713431458176
2026-03-16 03:41:00,64.60091938553877
2026-03-16 03:42:00,62.7620216560583
2026-03-16 03:43:00,57.69099785528854
2026-03-16 03:44:00,61.05779175328769
2026-03-16 03:45:00,58.77703804570549
2026-03-16 03:46:00,57.5127426598214
2026-03-16 03:47:00,62.13149933592979
2026-03-16 03:48:00,58.30218059280082
2026-03-16 03:49:00,60.66747206860397
2026-03-16 03:50:00,55.79577996110987
2026-03-16 03:51:00,59.555586785987764
2026-03-16 03:52:00,61.14531230111328
2026-03-16 03:53:00,57.31064876507046
2026-03-16 03:54:00,61.45389639038996
2026-03-16 03:55:00,61.04495664873446
2026-03-16 03:56:00,62.074304444226534
2026-03-16 03:57:00,56.91450665235869
2026-03-16 03:58:00,56.47239237229008
2026-03-16 03:59:00,56.73723600137726
2026-03-16 04:00:00,55.470213208908966
2026-03-16 04:01:00,59.05802997520547
2026-03-16 04:02:00,58.63699535553675
2026-03-16 04:03:00,60.099561232388155
2026-03-16 04:04:00,58.36549699720091
2026-03-16 04:05:00,56.90641209943483
2026-03-16 04:06:00,57.03860681681077
2026-03-16 04:07:00,59.578645374213714
2026-03-16 04:08:00,59.34284750676585
2026-03-16 04:09:00,55.65442743484523
2026-03-16 04:10:00,58.97575986380748
2026-03-16 04:11:00,61.04885531124828
2026-03-16 04:12:00,58.3889110304022
2026-03-16 04:13:00,56.46573283659882
2026-03-16 04:14:00,58.16754818739701
2026-03-16 04:15:00,54.83671717375987
2026-03-16 04:16:00,58.84110138485879
2026-03-16 04:17:00,59.9922933316327
2026-03-16 04:18:00,60.359780567090255
2026-03-16 04:19:00,60.384404671213275
2026-03-16 04:20:00,56.55417362113302
2026-03-16 04:21:00,58.43195318916389
2026-03-16 04:22:00,58.08902983178631
2026-03-16 04:23:00,59.99833620978297
2026-03-16 04:24:00,60.97771024466751
2026-03-16 04:25:00,56.41422772867146
2026-03-16 04:26:00,58.20191997934742
2026-03-16 04:27:00,54.71163634773732
2026-03-16 04:28:00,54.774839748973754
2026-03-16 04:29:00,58.35025135744802
2026-03-16 04:30:00,57.966001941322894
2026-03-16 04:31:00,56.73976009614127
2026-03-16 04:32:00,58.63902716836596
2026-03-16 04:33:00,57.41781496813043
2026-03-16 04:34:00,57.05143663429512
2026-03-16 04:35:00,53.61412393719646
2026-03-16 04:36:00,57.12083247445625
2026-03-16 04:37:00,56.41101807346109
2026-03-16 04:38:00,56.737450003909586
2026-03-16 04:39:00,55.316704605120236
2026-03-16 04:40:00,55.851108540926155
2026-03-16 04:41:00,57.26639533911239
2026-03-16 04:42:00,58.026450460030155
2026-03-16 04:43:00,56.42013826161998
2026-03-16 04:44:00,54.332538594385596
2026-03-16 04:45:00,54.46072515891035
2026-03-16 04:46:00,58.01289743729578
2026-03-16 04:47:00,53.64473211518329
2026-03-16 04:48:00,58.062735923123
2026-03-16 04:49:00,57.09793191236221
